,train_loss,valid_P@1,valid_P@3,valid_P@5,valid_P@10,valid_P@30,valid_NDCG@1,valid_NDCG@3,valid_NDCG@5,valid_NDCG@10,valid_NDCG@30,valid_MAP,valid_MRR,valid_loss,test_P@1,test_P@3,test_P@5,test_P@10,test_P@30,test_NDCG@1,test_NDCG@3,test_NDCG@5,test_NDCG@10,test_NDCG@30,test_MAP,test_MRR,test_loss
0,165832.40625,0.4607017543859649,0.4051461988304079,0.3713333333333398,0.3223684210526303,0.2503216374269008,0.329112819673919,0.3388150874467706,0.3510568038120853,0.3787067195974106,0.45776370897061536,0.335086983041711,0.6123056046179104,14783265.0,0.4412990621743661,0.3942919995368755,0.3593608891976438,0.317158735672107,0.2472386245224041,0.31435735700658024,0.3304086102356812,0.34360347445139733,0.3737064543484351,0.45387509412751725,0.3329864119384818,0.5966372210611125,15257018.0
